,video_id,comments
461,V4eJBfwcSDE,"['Funny how Mohammed (salah) literally made Liverpool title winners/ champions of Europe.', 'As a Liverpool fan 6 years later your opinions about us (episcially Mitch) was rubbish', 'This aged well. YNWA', 'vuj almost right', 'VUJ WAS ONE SEASON OFF....BUT IT WAS HAPPENING....', 'Fahhckin EL Vuj and snips predictions were on point ffs 😟', 'Liverpool won the Champions league', 'I guess klopps a miracle worker', 'Vuj called it', 'Their Liverpool takes aged really well I see...']"
462,VFcAL3GElDg,"['i’m personally not mum out. that’s just me tho', 'Wow', 'Lived in tottenham and supports Arsenal how can anyone hate poet. What a g. #COYG', 'Why did poet wear a Spurs shirt in his old videos ?', ""your full of shit seriously you didn't back yourself up with any of these comments. copa 90 is an amazing channel and you're the only part about that channel that sucks."", 'Poet', 'Saw you and vuj on the tube today haha (said hello in a black coat). Nice to meet you :)', 'How you gonna be from Tottenham and support Arsenal?', 'You said wenger out on a comments below last season...', ""Poet is a G. All you haters can hate but he's making big moves been watching his videos from early we talking about That's A Wrap Show days""]"
463,bommjfBINJY,"[""I can't wait for the 'banter' phase to end in society, it's so annoying and cringe worthy. None of these twats have probably ever been to a game in their life."", 'Look at this Abdi Somalian boy hahaha making himself like a fool talking about the past again, Winning the champions league on penalties congratulations! 😂😂', 'Shouts out to the chelsea EZ-cap wearing bro that thought he was a big man going up against Poet being all serious when its supposed to be banter...', 'miss the studio this was lame dint like this weeks episode', 'Classic classy Arsenal fans.\n\nAccuse Chelsea fans of being Racist\n\nProceed to call a Somali Chelsea fan ""ugly, dumb, alien, pirate, megamind"".\n\nFucking wankstains.', ""Somali's arguing as always"", 'Get that Chelsea guy on the Filthy Fellas!!!!!!', 'Somalian guy acting road lol what a joke', 'Get the Somali on the show!! all he previous Chelsea fans are dead!', 'abdis are talking crud  ffs']"
464,R54rAO_EKFw,"['1:20 they had Ashley young in defence ross"" some things never change', '#TBT to when Mitch said Ozil is class', ""Mad how everyone was on Ozil's dick last season now everyone wants him dead..."", ""You can't have people whispering and screaming in the same video. The audio levels fuck up the experience."", 'Where did Vuj get that T-shirt?', 'i came here after that garbage against chelsea\nnot feeling better', 'Where can I get that Adidas Hoodie.', 'Why are there spurs fans there? Might aswel have Stoke & villa fans there too haha', ""Over a year on and there's still a man from north London tryin to tell man than liverpool is deprived"", 'Firmino is a spurs fan?']"
465,H9fzkP7lCKo,"['To think this was FOUR years ago #OGlineup', 'This season Liverpool will be the lowest team in filthy fellas they will be eight and West Ham like me high in fifth', 'Man Utd  fourth and Man City will be sixth', 'Poet is a pussy', 'Leon is a g still. Funny brudda', 'Why does the overweight Liverpool fan talk with a soft Jamaican accent?', 'You are lucky to be on BT Sport wish that happened to me.', ""Man United couldn't score 8 goals against a woman's team"", 'What was that ross? 1:33', 'Ross was wrong. Liverpool put FOUR past city']"
466,VECgQkgc7Tg,"['pfft west ham finishing above spurs', 'Diego Costa the elephant man', ""That 'Coq' analogy was incredible."", 'yoooooo the end he parred it to a max', 'skribz is lil bitch crying lil bitch', ""Martial - is a French word originally, it's just the Brits who don't know how to pronounce it properly."", 'Spurs badge...... a cock', 'Hi Filthyfellas can you get Andy Tate in for a special guest PLEASE!!!', 'Skribz is the guy', 'Man like stmm😂']"
467,5DiTsyL11FA,"['Giroud scored 14 goals in 15/16 season and Walcott scored eight goals so that is your answer', 'Chelsea only had 45 Points in 15/16 season mad and Hazard only scored six goals and Willian and Oscar scored 10 goals and Costa scored 12 goals', 'Martial scored 24 goals in May so Poet eat your words', ""@filthyfellas poet he scored more than 15 goals and it's may, wargwarn?"", 'Talks about Martials name, and how they ""make up"" names. Why say Thiery onree then?', 'i swear snips was sleeping in that bin. Poor old man LOL', 'That nigga on the phone though!!!!! his cracks me up!!!! FREEE MY NIGGA THO! lmaoooo', 'The view/subscriber rate is fucking insane', 'The next time Arsenal win the league, Martial arts will have his 500 goal dvd out', 'Poet & Marcus  you better have a good come back on martial arts ready!!?']"
468,_chpvMauSdM,"['Little did we know. \nDavid De Gea could’ve gone to Real Madrid but nows flopping at Manchester United', 'lmao how wrong were these lot about martial', 'Haha what about Martial now though?', 'looking back at this now . HAHAHHAHAHAHHAHA martial is worth every penny honestly man compared him to benteke look at how they both turned out', 'They all need to watch this and see how wrong they are lmao', 'Dickhead yutes wanna chat shit about martial.', 'Anthony Martial, what a Waste of Money eh!? hahaha', ""loooool I believe he's a proven premier league striker now, dickheads"", 'Haha its so funny how stupid every one in this video looks now 😂😂😂', 'Everything they said went the other way. Arsenal are top, Martial scored goals, De gea signed new deal.']"
469,LX_9K5NYUHs,"['Neymar to Manchester United on football manager sure in real life maybe in 2010 not 2015 . \nA joke', 'It’s so weird watching all of this in 2020😂😂😂😂. Feels like i travelled into the future', 'guess you regret saying that about son there now do you mitch 😂😂😂', 'Watching this now chatting shit about Son and saying Bolasie would be better is funny as fuck.', 'FIFA Manny by FAR is the calmest person there.', 'http://www.tottenhamhotspur.com/news/one-in-a-millionkyle-stewart-230310/', 'Galactios dickheads loooooooool', 'when is the next episode out \ni swear its every monday', 'Poet cant say shit about Bradford City. We won Arsenal,Chelsea,Sunderland and Aston Villa. Damn some of the people on the show are deluded.', 'Fuck you Mitch, you look like Firmino']"
470,cDIFSfbu_1o,"['came back to laugh.', ""You can't be called Jesus and not be able to cross lmfao"", ""why there's no chelsea representatives ?"", ""Kompany's Pregnant head...lol *dead*😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"", '""You can\'t be called Jesus if you can\'t cross"". loool', ""How can you be called jesus and can't crosss 😂 i'm done going bed \n\n\nAnd Vuj what are Thoooooose trousers"", 'No substance to Harry Kane? he scored 31 goals in all competitions last season about 20 in the league and he only started 5 of the first 15 games. Still no substance? He may also have started this season with 0 goals in 4 but just watch some of his passing and hold up play he is still playing well. He will score over 20 goals altogether this season', '20,000th Sub :)', 'whose Alex oxland chamberlain that mitch was talking about I never knew there was 2 chamberlain', 'Mitch was real in this episode, no bullshit there. Respect from a Liverpool fan']"
471,8mFPW9KzGWM,"['Manchester United can’t deal. They ain’t the real deal. \nTheir a joke in the transfer window. \nManchester United needed to stop being pussies and got the job done', 'this video was showing how the present premiere league is. And I hate to see that Mitch and snips was right. KMN.', 'Poet typical shitty Arsenal fan', 'Mitch your mums a full time wastewoman', ""otamendi is better than all of tottenham's defenders.............."", 'Over in the gunners dickheads 😂😂😂😂😂😩😩😩😩', 'Poet & Leon Knight were the clowns that Benzema was talking about.', 'Absolute Crap?!$', 'Sterling = 40mil\nBenteke and Firmino = 63mil', '""Tottenham far from being Champions league contenders""- this is coming from a Liverpool fan smh']"
472,RA89r-Jgnak,"['Ramsey sounds bare stiff', ""When is this transfer special gona be a weekly thing or every 3 or 4 days anyways gona be intresting to watch all its gona be about I guess will be this and that player going manu or arsenal coz that's all gossip is about most of time lol"", 'God,when \xa0Ramsey speaks is awful!', ""Driest plug I've ever heard."", '1,000 views in an hour... i.e. about 17 views a minute = 1 view every 3.6 seconds.\n\nMAD TING.', 'Thought they were releasing the Leon Knight app to the public.', 'New Balance fkn sucks.', 'AKA in the next episode of talking shit about Man U even though my club is crap', 'Welsh dicksheep', 'Aaron Ramsey with the passion and charisma of a wooden plank']"
473,DhXmBE6a_iI,"['7 years later\nI wonder if BOAT regrets wearing that turtleneck', 'Mourinho collapses in the third season like May collapsed in the Election in 2017', 'lmao spurs fans needs to take a chill pill.. ur team sucks so much u dont win  sh!t..', 'Is that nigga on the phone on home arrest?!! lmaoooo', 'mad ting. poet was hittin the one liners ha', 'Wtf is wrong with giggs??', 'Was poet in avatar?', 'The Beegees! 😂😂😂', ""what is snips talking about. when man was poet's age beatles was trending"", 'craigs got lips like rio ferdinand, creating tsunamis in asia bruv']"
474,A01ns4Zn61Q,"['I agree with Vuj, arsenal are a good club and I like the football etc. the fans really piss me off though.', 'lol man said say Walahi', ""Love vuj, he's one of the realists on this show 👊👏"", 'Arsenal and Liverpool fans are most similar from PL teams.', 'Theo left nike?', 'Vuj and Poet > The other filthy fellas', ""I've never seen Walcott with hair"", 'No dub step please. I beg', 'No dub step please. I beg', 'man said wallahi loooooooooooooool']"
475,-oVBLXbUgag,"['YEAAAH THIS ONE STINKKSS IN 2023!!!😂😂😂😂 SHOUTOUT SKRIBZ AND BOAT THO', ""Lol just realised today they say at the beginning in theur chorus 'why don't City fuck off fam' hahahaha,luv it"", '🔥🔥🔥🔥🔥', 'why is it so very scary, are they angry?? i like money- films are real', 'You lost to swansea shut the fuck up. 😂😂😂😂😂😂😂😂😂😂', 'what was the beat in the background', ""Chelsea is always winning, Irea. \nGot so many trophies, we need a new cabinet from Ikea \nArsenal's defense is so shit, diarrhea."", 'I', 'United are the best team in the world', ""What's the background song called?""]"
476,MUAolnUf8fY,"[""Tinchy you haven't  been relevant since 2008"", 'As an arsenal fan, Mitch is more deluded then Arsenal fans ""now you see the true cech""...... I can\'t believe that comment', ""I don't understand why their dissing west ham were a top 6 team just look at who we've beaten. Man City Chelsea arsenal  Liverpool .All the top 4 teams "", 'Mitch needs to remember he supports Spurs lol', ""Just saying thats not even ross' real twitter name"", ""Oi Leon's comment at the end about Ghanaians was too fucking funny 😭😭😭😭😭"", ""Mitch is sigh.....Mate why are you saying Walker didn't do great!!! He actually had a good game and Tottenham dominated first half until the own goal was conceded!! You could actually have won it but you conceded an own goal...big deal huh??..."", 'They all talk ****', 'They all talk ****', 'They all talk s***']"
477,mJJMtwiGLYA,"['Mitch suits a United shirt.', '#BETHEDIFFERENCE', '#BETHEDIFFERENCE', ""HOW VUJ?! Can't be putting that manc top on."", 'So first Poet wears a Spurs shirt, and then a United shirt. #itsmad', 'Vuj- Liverpool fan, now I can never take him seriously', '#bethedifference', '#BeTheDifference 🙌🏾 Man Utd', '#Bethedifference', '#be the difference']"
